seed,condition,category,uid,epoch,accuracy
42,ablation_natural,control_raising,tough_vs_raising_1,10,0.5183129855715871
42,ablation_natural,subject_verb_agreement,distractor_agreement_relational_noun,10,0.500805152979066
42,ablation_natural,subject_verb_agreement,distractor_agreement_relative_clause,10,0.4393063583815029
42,ablation_natural,argument_structure,drop_argument,10,0.628992628992629
42,ablation_natural,ellipsis,ellipsis_n_bar_1,10,0.354
42,ablation_natural,ellipsis,ellipsis_n_bar_2,10,0.8307849133537207
42,ablation_natural,control_raising,existential_there_object_raising,10,0.690010298661174
42,ablation_natural,control_raising,existential_there_subject_raising,10,0.6561479869423286
42,ablation_natural,control_raising,expletive_it_object_raising,10,0.690978886756238
42,ablation_natural,argument_structure,inchoative,10,0.5771643663739021
42,ablation_natural,argument_structure,intransitive,10,0.5790513833992095
42,ablation_natural,irregular_forms,irregular_past_participle_adjectives,10,0.643
42,ablation_natural,irregular_forms,irregular_past_participle_verbs,10,0.476
42,ablation_natural,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,0.5075075075075075
42,ablation_natural,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,0.465
42,ablation_natural,island_effects,left_branch_island_echo_question,10,0.831
42,ablation_natural,island_effects,left_branch_island_simple_question,10,0.137
42,ablation_natural,npi_licensing,npi_present_1,10,0.43
42,ablation_natural,npi_licensing,npi_present_2,10,0.43
42,ablation_natural,npi_licensing,only_npi_licensor_present,10,0.162
42,ablation_natural,npi_licensing,only_npi_scope,10,0.091
42,ablation_natural,argument_structure,passive_1,10,0.4760845383759733
42,ablation_natural,argument_structure,passive_2,10,0.49557522123893805
42,ablation_natural,binding,principle_A_c_command,10,0.376
42,ablation_natural,binding,principle_A_case_1,10,0.992
42,ablation_natural,binding,principle_A_case_2,10,0.5326633165829145
42,ablation_natural,binding,principle_A_domain_1,10,0.992
42,ablation_natural,binding,principle_A_domain_2,10,0.585
42,ablation_natural,binding,principle_A_domain_3,10,0.582
42,ablation_natural,binding,principle_A_reconstruction,10,0.15175879396984926
42,ablation_natural,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,0.6261808367071525
42,ablation_natural,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,0.476
42,ablation_natural,npi_licensing,sentential_negation_npi_licensor_present,10,0.999
42,ablation_natural,npi_licensing,sentential_negation_npi_scope,10,0.382
42,ablation_natural,island_effects,sentential_subject_island,10,0.347
42,ablation_natural,control_raising,tough_vs_raising_2,10,0.5080275229357798
42,ablation_natural,argument_structure,transitive,10,0.47520661157024796
42,ablation_natural,island_effects,wh_island,10,0.86
42,ablation_natural,filler_gap,wh_questions_object_gap,10,0.20168067226890757
42,ablation_natural,filler_gap,wh_questions_subject_gap,10,0.3305785123966942
42,ablation_natural,filler_gap,wh_questions_subject_gap_long_distance,10,0.263
42,ablation_natural,filler_gap,wh_vs_that_no_gap,10,0.30656934306569344
42,ablation_natural,filler_gap,wh_vs_that_no_gap_long_distance,10,0.217
42,ablation_natural,filler_gap,wh_vs_that_with_gap,10,0.5760869565217391
42,ablation_natural,filler_gap,wh_vs_that_with_gap_long_distance,10,0.716
42,ablation_natural,island_effects,adjunct_island,10,0.726
42,ablation_natural,anaphor_agreement,anaphor_gender_agreement,10,0.676
42,ablation_natural,anaphor_agreement,anaphor_number_agreement,10,0.863
53,baseline_natural,island_effects,adjunct_island,10,0.479
53,baseline_natural,anaphor_agreement,anaphor_gender_agreement,10,0.492
53,baseline_natural,anaphor_agreement,anaphor_number_agreement,10,0.754
53,baseline_natural,argument_structure,animate_subject_passive,10,0.692
53,baseline_natural,argument_structure,animate_subject_trans,10,0.792156862745098
53,baseline_natural,argument_structure,causative,10,0.6497933884297521
53,baseline_natural,island_effects,complex_NP_island,10,0.433
53,baseline_natural,island_effects,coordinate_structure_constraint_complex_left_branch,10,0.256
53,baseline_natural,island_effects,coordinate_structure_constraint_object_extraction,10,0.5769230769230769
53,baseline_natural,subject_verb_agreement,distractor_agreement_relational_noun,10,0.5024154589371981
53,baseline_natural,subject_verb_agreement,distractor_agreement_relative_clause,10,0.3959537572254335
53,baseline_natural,argument_structure,drop_argument,10,0.6805896805896806
53,baseline_natural,ellipsis,ellipsis_n_bar_1,10,0.773
53,baseline_natural,ellipsis,ellipsis_n_bar_2,10,0.6218144750254841
53,baseline_natural,control_raising,existential_there_object_raising,10,0.7404737384140062
53,baseline_natural,control_raising,existential_there_subject_raising,10,0.6202393906420022
53,baseline_natural,control_raising,expletive_it_object_raising,10,0.7197696737044146
53,baseline_natural,argument_structure,inchoative,10,0.6198243412797992
53,baseline_natural,argument_structure,intransitive,10,0.7193675889328063
53,baseline_natural,irregular_forms,irregular_past_participle_adjectives,10,0.725
53,baseline_natural,irregular_forms,irregular_past_participle_verbs,10,0.934
53,baseline_natural,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,0.5870870870870871
53,baseline_natural,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,0.584
53,baseline_natural,island_effects,left_branch_island_echo_question,10,0.751
53,baseline_natural,island_effects,left_branch_island_simple_question,10,0.385
53,baseline_natural,npi_licensing,npi_present_1,10,0.4
53,baseline_natural,npi_licensing,npi_present_2,10,0.405
53,baseline_natural,npi_licensing,only_npi_licensor_present,10,0.155
53,baseline_natural,npi_licensing,only_npi_scope,10,0.449
53,baseline_natural,argument_structure,passive_1,10,0.6362625139043382
53,baseline_natural,argument_structure,passive_2,10,0.49336283185840707
53,baseline_natural,binding,principle_A_c_command,10,0.535
53,baseline_natural,binding,principle_A_case_1,10,1.0
53,baseline_natural,binding,principle_A_case_2,10,0.8120603015075377
53,baseline_natural,binding,principle_A_domain_1,10,0.995
53,baseline_natural,binding,principle_A_domain_2,10,0.691
53,baseline_natural,binding,principle_A_domain_3,10,0.51
53,baseline_natural,binding,principle_A_reconstruction,10,0.13266331658291458
53,baseline_natural,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,0.7489878542510121
53,baseline_natural,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,0.656
53,baseline_natural,npi_licensing,sentential_negation_npi_licensor_present,10,1.0
53,baseline_natural,npi_licensing,sentential_negation_npi_scope,10,0.302
53,baseline_natural,island_effects,sentential_subject_island,10,0.433
53,baseline_natural,control_raising,tough_vs_raising_1,10,0.43729189789123196
53,baseline_natural,control_raising,tough_vs_raising_2,10,0.5894495412844036
53,baseline_natural,argument_structure,transitive,10,0.5867768595041323
53,baseline_natural,island_effects,wh_island,10,0.695
53,baseline_natural,filler_gap,wh_questions_object_gap,10,0.44537815126050423
53,baseline_natural,filler_gap,wh_questions_subject_gap,10,0.8677685950413223
53,baseline_natural,filler_gap,wh_questions_subject_gap_long_distance,10,0.948
53,baseline_natural,filler_gap,wh_vs_that_no_gap,10,0.9416058394160584
53,baseline_natural,filler_gap,wh_vs_that_no_gap_long_distance,10,0.994
53,baseline_natural,filler_gap,wh_vs_that_with_gap,10,0.043478260869565216
53,baseline_natural,filler_gap,wh_vs_that_with_gap_long_distance,10,0.009
53,ablation_natural,argument_structure,animate_subject_passive,10,0.614
53,ablation_natural,argument_structure,animate_subject_trans,10,0.6078431372549019
53,ablation_natural,argument_structure,causative,10,0.5516528925619835
53,ablation_natural,island_effects,complex_NP_island,10,0.464
53,ablation_natural,island_effects,coordinate_structure_constraint_complex_left_branch,10,0.531
53,ablation_natural,island_effects,coordinate_structure_constraint_object_extraction,10,0.3525641025641026
53,ablation_natural,control_raising,tough_vs_raising_1,10,0.5904550499445061
53,ablation_natural,subject_verb_agreement,distractor_agreement_relational_noun,10,0.5072463768115942
53,ablation_natural,subject_verb_agreement,distractor_agreement_relative_clause,10,0.4523121387283237
53,ablation_natural,argument_structure,drop_argument,10,0.5896805896805897
53,ablation_natural,ellipsis,ellipsis_n_bar_1,10,0.351
53,ablation_natural,ellipsis,ellipsis_n_bar_2,10,0.7961264016309888
53,ablation_natural,control_raising,existential_there_object_raising,10,0.6807415036045315
53,ablation_natural,control_raising,existential_there_subject_raising,10,0.49183895538628947
53,ablation_natural,control_raising,expletive_it_object_raising,10,0.6679462571976967
53,ablation_natural,argument_structure,inchoative,10,0.5909661229611042
53,ablation_natural,argument_structure,intransitive,10,0.691699604743083
53,ablation_natural,irregular_forms,irregular_past_participle_adjectives,10,0.416
53,ablation_natural,irregular_forms,irregular_past_participle_verbs,10,0.636
53,ablation_natural,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,0.49099099099099097
53,ablation_natural,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,0.562
53,ablation_natural,island_effects,left_branch_island_echo_question,10,0.779
53,ablation_natural,island_effects,left_branch_island_simple_question,10,0.359
53,ablation_natural,npi_licensing,npi_present_1,10,0.568
53,ablation_natural,npi_licensing,npi_present_2,10,0.472
53,ablation_natural,npi_licensing,only_npi_licensor_present,10,0.741
53,ablation_natural,npi_licensing,only_npi_scope,10,0.139
53,ablation_natural,argument_structure,passive_1,10,0.4760845383759733
53,ablation_natural,argument_structure,passive_2,10,0.43473451327433627
53,ablation_natural,binding,principle_A_c_command,10,0.361
53,ablation_natural,binding,principle_A_case_1,10,0.989
53,ablation_natural,binding,principle_A_case_2,10,0.5547738693467337
53,ablation_natural,binding,principle_A_domain_1,10,0.998
53,ablation_natural,binding,principle_A_domain_2,10,0.692
53,ablation_natural,binding,principle_A_domain_3,10,0.528
53,ablation_natural,binding,principle_A_reconstruction,10,0.2020100502512563
53,ablation_natural,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,0.6531713900134952
53,ablation_natural,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,0.464
53,ablation_natural,npi_licensing,sentential_negation_npi_licensor_present,10,1.0
53,ablation_natural,npi_licensing,sentential_negation_npi_scope,10,0.508
53,ablation_natural,island_effects,sentential_subject_island,10,0.383
53,ablation_natural,control_raising,tough_vs_raising_2,10,0.4552752293577982
53,ablation_natural,argument_structure,transitive,10,0.4696969696969697
53,ablation_natural,island_effects,wh_island,10,0.904
53,ablation_natural,filler_gap,wh_questions_object_gap,10,0.15126050420168066
53,ablation_natural,filler_gap,wh_questions_subject_gap,10,0.371900826446281
53,ablation_natural,filler_gap,wh_questions_subject_gap_long_distance,10,0.316
53,ablation_natural,filler_gap,wh_vs_that_no_gap,10,0.291970802919708
53,ablation_natural,filler_gap,wh_vs_that_no_gap_long_distance,10,0.262
53,ablation_natural,filler_gap,wh_vs_that_with_gap,10,0.5108695652173914
53,ablation_natural,filler_gap,wh_vs_that_with_gap_long_distance,10,0.694
53,ablation_natural,island_effects,adjunct_island,10,0.577
53,ablation_natural,anaphor_agreement,anaphor_gender_agreement,10,0.523
53,ablation_natural,anaphor_agreement,anaphor_number_agreement,10,0.652
67,baseline_natural,island_effects,adjunct_island,10,0.412
67,baseline_natural,anaphor_agreement,anaphor_gender_agreement,10,0.642
67,baseline_natural,anaphor_agreement,anaphor_number_agreement,10,0.813
67,baseline_natural,argument_structure,animate_subject_passive,10,0.659
67,baseline_natural,argument_structure,animate_subject_trans,10,0.788235294117647
67,baseline_natural,argument_structure,causative,10,0.5971074380165289
67,baseline_natural,island_effects,complex_NP_island,10,0.426
67,baseline_natural,island_effects,coordinate_structure_constraint_complex_left_branch,10,0.209
67,baseline_natural,island_effects,coordinate_structure_constraint_object_extraction,10,0.6858974358974359
67,baseline_natural,subject_verb_agreement,distractor_agreement_relational_noun,10,0.4557165861513688
67,baseline_natural,subject_verb_agreement,distractor_agreement_relative_clause,10,0.37716763005780346
67,baseline_natural,argument_structure,drop_argument,10,0.6461916461916462
67,baseline_natural,ellipsis,ellipsis_n_bar_1,10,0.722
67,baseline_natural,ellipsis,ellipsis_n_bar_2,10,0.6095820591233435
67,baseline_natural,control_raising,existential_there_object_raising,10,0.7013388259526262
67,baseline_natural,control_raising,existential_there_subject_raising,10,0.6713819368879217
67,baseline_natural,control_raising,expletive_it_object_raising,10,0.7044145873320538
67,baseline_natural,argument_structure,inchoative,10,0.6060225846925973
67,baseline_natural,argument_structure,intransitive,10,0.6640316205533597
67,baseline_natural,irregular_forms,irregular_past_participle_adjectives,10,0.659
67,baseline_natural,irregular_forms,irregular_past_participle_verbs,10,0.862
67,baseline_natural,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,0.575075075075075
67,baseline_natural,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,0.602
67,baseline_natural,island_effects,left_branch_island_echo_question,10,0.698
67,baseline_natural,island_effects,left_branch_island_simple_question,10,0.39
67,baseline_natural,npi_licensing,npi_present_1,10,0.481
67,baseline_natural,npi_licensing,npi_present_2,10,0.468
67,baseline_natural,npi_licensing,only_npi_licensor_present,10,0.969
67,baseline_natural,npi_licensing,only_npi_scope,10,0.442
67,baseline_natural,argument_structure,passive_1,10,0.6151279199110122
67,baseline_natural,argument_structure,passive_2,10,0.543141592920354
67,baseline_natural,binding,principle_A_c_command,10,0.378
67,baseline_natural,binding,principle_A_case_1,10,1.0
67,baseline_natural,binding,principle_A_case_2,10,0.7175879396984924
67,baseline_natural,binding,principle_A_domain_1,10,0.993
67,baseline_natural,binding,principle_A_domain_2,10,0.706
67,baseline_natural,binding,principle_A_domain_3,10,0.519
67,baseline_natural,binding,principle_A_reconstruction,10,0.31959798994974875
67,baseline_natural,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,0.7462887989203779
67,baseline_natural,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,0.639
67,baseline_natural,npi_licensing,sentential_negation_npi_licensor_present,10,0.998
67,baseline_natural,npi_licensing,sentential_negation_npi_scope,10,0.463
67,baseline_natural,island_effects,sentential_subject_island,10,0.627
67,baseline_natural,control_raising,tough_vs_raising_1,10,0.3762486126526082
67,baseline_natural,control_raising,tough_vs_raising_2,10,0.6399082568807339
67,baseline_natural,argument_structure,transitive,10,0.5950413223140496
67,baseline_natural,island_effects,wh_island,10,0.768
67,baseline_natural,filler_gap,wh_questions_object_gap,10,0.5042016806722689
67,baseline_natural,filler_gap,wh_questions_subject_gap,10,0.8181818181818182
67,baseline_natural,filler_gap,wh_questions_subject_gap_long_distance,10,0.936
67,baseline_natural,filler_gap,wh_vs_that_no_gap,10,0.8905109489051095
67,baseline_natural,filler_gap,wh_vs_that_no_gap_long_distance,10,0.988
67,baseline_natural,filler_gap,wh_vs_that_with_gap,10,0.09782608695652174
67,baseline_natural,filler_gap,wh_vs_that_with_gap_long_distance,10,0.017
67,ablation_natural,argument_structure,animate_subject_passive,10,0.579
67,ablation_natural,argument_structure,animate_subject_trans,10,0.5843137254901961
67,ablation_natural,argument_structure,causative,10,0.5454545454545454
67,ablation_natural,island_effects,complex_NP_island,10,0.501
67,ablation_natural,island_effects,coordinate_structure_constraint_complex_left_branch,10,0.493
67,ablation_natural,island_effects,coordinate_structure_constraint_object_extraction,10,0.4807692307692308
67,ablation_natural,control_raising,tough_vs_raising_1,10,0.564927857935627
67,ablation_natural,subject_verb_agreement,distractor_agreement_relational_noun,10,0.499194847020934
67,ablation_natural,subject_verb_agreement,distractor_agreement_relative_clause,10,0.4436416184971098
67,ablation_natural,argument_structure,drop_argument,10,0.6560196560196561
67,ablation_natural,ellipsis,ellipsis_n_bar_1,10,0.33
67,ablation_natural,ellipsis,ellipsis_n_bar_2,10,0.8144750254841998
67,ablation_natural,control_raising,existential_there_object_raising,10,0.7023686920700309
67,ablation_natural,control_raising,existential_there_subject_raising,10,0.5342763873775843
67,ablation_natural,control_raising,expletive_it_object_raising,10,0.6813819577735125
67,ablation_natural,argument_structure,inchoative,10,0.5947302383939774
67,ablation_natural,argument_structure,intransitive,10,0.6679841897233202
67,ablation_natural,irregular_forms,irregular_past_participle_adjectives,10,0.479
67,ablation_natural,irregular_forms,irregular_past_participle_verbs,10,0.552
67,ablation_natural,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,0.5255255255255256
67,ablation_natural,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,0.614
67,ablation_natural,island_effects,left_branch_island_echo_question,10,0.8
67,ablation_natural,island_effects,left_branch_island_simple_question,10,0.274
67,ablation_natural,npi_licensing,npi_present_1,10,0.404
67,ablation_natural,npi_licensing,npi_present_2,10,0.433
67,ablation_natural,npi_licensing,only_npi_licensor_present,10,0.154
67,ablation_natural,npi_licensing,only_npi_scope,10,0.132
67,ablation_natural,argument_structure,passive_1,10,0.46273637374860954
67,ablation_natural,argument_structure,passive_2,10,0.48008849557522126
67,ablation_natural,binding,principle_A_c_command,10,0.386
67,ablation_natural,binding,principle_A_case_1,10,0.967
67,ablation_natural,binding,principle_A_case_2,10,0.4914572864321608
67,ablation_natural,binding,principle_A_domain_1,10,0.997
67,ablation_natural,binding,principle_A_domain_2,10,0.636
67,ablation_natural,binding,principle_A_domain_3,10,0.516
67,ablation_natural,binding,principle_A_reconstruction,10,0.1829145728643216
67,ablation_natural,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,0.6383265856950068
67,ablation_natural,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,0.456
67,ablation_natural,npi_licensing,sentential_negation_npi_licensor_present,10,1.0
67,ablation_natural,npi_licensing,sentential_negation_npi_scope,10,0.5
67,ablation_natural,island_effects,sentential_subject_island,10,0.422
67,ablation_natural,control_raising,tough_vs_raising_2,10,0.48853211009174313
67,ablation_natural,argument_structure,transitive,10,0.4972451790633609
67,ablation_natural,island_effects,wh_island,10,0.884
67,ablation_natural,filler_gap,wh_questions_object_gap,10,0.16806722689075632
67,ablation_natural,filler_gap,wh_questions_subject_gap,10,0.3140495867768595
67,ablation_natural,filler_gap,wh_questions_subject_gap_long_distance,10,0.211
67,ablation_natural,filler_gap,wh_vs_that_no_gap,10,0.26277372262773724
67,ablation_natural,filler_gap,wh_vs_that_no_gap_long_distance,10,0.203
67,ablation_natural,filler_gap,wh_vs_that_with_gap,10,0.5760869565217391
67,ablation_natural,filler_gap,wh_vs_that_with_gap_long_distance,10,0.74
67,ablation_natural,island_effects,adjunct_island,10,0.594
67,ablation_natural,anaphor_agreement,anaphor_gender_agreement,10,0.545
67,ablation_natural,anaphor_agreement,anaphor_number_agreement,10,0.658
42,baseline_natural,overall,overall,10,0.6013994700938324
42,ablation_natural,overall,overall,10,0.5250832862293131
53,baseline_natural,overall,overall,10,0.5999350830242086
53,ablation_natural,overall,overall,10,0.5392002293178204
67,baseline_natural,overall,overall,10,0.6191078831113427
67,ablation_natural,overall,overall,10,0.5243952147004253
